title,description,url,publicationDate,category,authors,text
Joe Manchin Has Some Unsolicited Advice for Kamala Harris and the Democrats,The senator from West Virginia assesses the Democratic Party and its path to victory in November.,https://www.nytimes.com/2024/08/18/opinion/joe-manchin-kamala-harris.html,2024-08-18,Opinion,By Michelle Cottle,"“I didn’t like being a senator,” Joe Manchin told me last week — quite the statement from arguably the most influential senator of the Joe Biden-Kamala Harris era. But he’s also been the most divisive member of the Senate Democratic caucus: too conservative for the left on party priorities like abortion, climate change and voting rights and too unyielding on the filibuster. Now he’s had enough. He left the party in May to become an independent, and he’s leaving the Senate in January."
A Vice Presidential Learning Curve: How Kamala Harris Picked Her Shots,"As President Biden’s understudy, Ms. Harris did not often get to lead on signature issues. But she found roles to play on abortion rights, gun safety and a Supreme Court appointment.",https://www.nytimes.com/2024/08/18/us/politics/kamala-harris-vice-president-record.html,2024-08-18,U.S.,By Peter Baker and Zolan Kanno-Youngs,"When a draft of a blockbuster Supreme Court decision overturning Roe v. Wade leaked in 2022, Vice President Kamala Harris met with Ron Klain, then the White House chief of staff, in her West Wing office. He had an idea: She should lead a new task force on abortion rights."
Democrats Unveil Convention Platform With Familiar Themes,"The party is calling for tax increases on corporations and the rich while also focusing on working families, infrastructure, climate change and abortion rights.",https://www.nytimes.com/2024/08/18/us/politics/democrats-convention-platform.html,2024-08-19,U.S.,By Nicholas Nehamas,"Democrats released their party platform on Sunday, unveiling a document that offers plenty of political comfort food for a newly energized party ahead of its convention in Chicago."
3 Women With Harrowing Pregnancy Stories Will Speak at Convention,"The three women, who have been supporting the Democrats’ presidential campaign, will on Monday focus on abortion rights, a key pillar of the party’s policy goals.",https://www.nytimes.com/2024/08/19/us/politics/harris-dnc-abortion-rights.html,2024-08-19,U.S.,By Lisa Lerer,"Democrats on Monday evening will spotlight the stories of women placed in medical peril because of state abortion bans, part of an effort by the party to capitalize on the lasting anger over the Supreme Court’s decision in 2022 to overturn Roe v. Wade."
Walz Family Fertility Journey Ran Not Through I.V.F. but Another Common Treatment,"Unlike in vitro fertilization, the procedure used by the Walzes does not involve lab-created embryos that may be discarded, so it has not been targeted by anti-abortion leaders.",https://www.nytimes.com/2024/08/19/us/tim-walz-fertility-pregnancy.html,2024-08-19,U.S.,By Amy Harmon,"As Gov. Tim Walz of Minnesota has introduced himself to Americans through stump speeches across the country in recent weeks, he has alluded to a journey through infertility for his family while warning that conservatives want to restrict in vitro fertilization."
Three Women Testify to the Effects of State Abortion Bans,"One of the women, who was impregnated by her stepfather as a child, recalled Donald J. Trump’s praise for the bans as a “beautiful thing” and asked, “What is so beautiful about a child having to carry her parent’s child?”",https://www.nytimes.com/2024/08/20/us/politics/dnc-abortion-amanda-zurawski-kaitlyn-joshua-hadley-duvall.html,2024-08-20,U.S.,By Maggie Astor,"In the two years since the Supreme Court overturned Roe v. Wade, women who have been denied abortions, often in tragic circumstances, have become powerful messengers for Democratic candidates up and down the ballot — giving interviews, filming ads and, now, appearing at the Democratic National Convention."
Women With Harrowing Pregnancies Address Abortion Rights,The speakers appeared at the Democratic National Convention and condemned restrictive abortion laws that have been enacted across the country.,https://www.nytimes.com/video/us/politics/100000009640917/abortion-bans-dnc.html,2024-08-20,U.S.,By The New York Times,The speakers appeared at the Democratic National Convention and condemned restrictive abortion laws that have been enacted across the country.
Phil Donahue’s Clothes Kept the Focus on His Subjects,The talk show host made a career of exposing polarizing topics while dressed in a relatively neutral wardrobe.,https://www.nytimes.com/2024/08/20/style/phil-donahue-clothes.html,2024-08-20,Style,By Guy Trebay,"The hoary tabloid axiom “if it bleeds, it leads” played no small part in the decades-long career of Phil Donahue, the pioneering host of “The Phil Donahue Show,” who died on Sunday at 88. Mr. Donahue spent three decades exposing subjects difficult for many Americans to confront — homosexuality, atheism, civil rights, consumer protection and abortion among them — to the disinfectant light of daytime TV."
Beyond Restoring Roe: Democrats See Moment to ‘Reimagine’ Abortion Rights,"The spotlight at the convention is a dramatic shift from just four years ago, another sign of how radically the politics of abortion have changed, and how much the party is relying on the issue to rally voters.",https://www.nytimes.com/2024/08/20/us/abortion-rights-harris-dnc.html,2024-08-20,U.S.,By Elizabeth Dias and Lisa Lerer,"It was one of the opening night’s most dramatic and sober moments. Three women emerged on the main stage, each in a spotlight against the darkness."
Montana Certifies Signatures for November Abortion Question,"Also on Tuesday, Arizona’s Supreme Court rejected a challenge to a similar ballot measure. That means at least nine states will vote on whether to establish a constitutional right to abortion.",https://www.nytimes.com/2024/08/20/us/montana-abortion-rights.html,2024-08-21,U.S.,By Kate Zernike,"Voters in Montana will decide in November whether to enshrine a right to abortion in the state Constitution, joining eight other states with similar citizen-sponsored questions on their ballots."
Hadley Duvall Says Her Abortion Speech Will ‘Keep My Heart Full’,"Ms. Duvall, a sexual abuse survivor, was one of three women who shared their personal stories at the Democratic convention to support Vice President Kamala Harris.",https://www.nytimes.com/2024/08/21/us/politics/hadley-duvall-dnc-abortion.html,2024-08-21,U.S.,By Jazmine Ulloa,"There was Hadley Duvall, calm and measured, hand in her pocket, as she recounted the violence that she endured before becoming one of the most prominent voices of the fight for abortion rights in her home state of Kentucky."
Arkansas Supreme Court Denies Bid to Get Abortion Measure on the Ballot,"A majority on the state Supreme Court sided with the secretary of state, who had rejected a citizen group’s petition for failing to submit some of the necessary paperwork.",https://www.nytimes.com/2024/08/22/us/politics/arkansas-abortion-amendment.html,2024-08-22,U.S.,By Emily Cochrane,"The Arkansas Supreme Court ruled on Thursday that an abortion-rights amendment was ineligible for the November ballot, agreeing with state officials that organizers of the effort had failed to submit all of the required paperwork."
"Abortion Rights, on Winning Streak, Face Biggest Test in November",Ten states have ballot measures to establish a right to abortion in their state constitutions. The pushback has already begun.,https://www.nytimes.com/2024/08/23/us/abortion-ballot-measures-have-had-success-this-year-is-their-biggest-challenge.html,2024-08-23,U.S.,By Kate Zernike,Ballot measures on abortion rights have succeeded beyond what even their proponents imagined when the United States Supreme Court overturned Roe v. Wade two years ago.
"On Truth Social, Donald Trump Tries to Refashion Himself as Supportive of Abortion Rights",His post about “reproductive rights” appeared to be an attempt to cast himself as a political moderate on an issue that has the potential to be damaging to him in November.,https://www.nytimes.com/2024/08/23/us/politics/trump-abortion-truth-social.html,2024-08-23,U.S.,By Maggie Haberman and Shane Goldmacher,"Donald J. Trump, who recently said he has “no regrets” about appointing the Supreme Court supermajority that overturned the landmark Roe v. Wade ruling on abortion rights, declared on social media on Friday that his administration will be “great” for women’s “reproductive rights.”"
"Corrections: Aug. 25, 2024","Corrections that appeared in print on Sunday, Aug. 25, 2025.",https://www.nytimes.com/2024/08/25/pageoneplus/corrections-aug-25-2024.html,2024-08-25,Corrections,,"An article last Sunday about the expansion of abortion clinics misstated the percentage of abortions that are performed in the first trimester of pregnancy. It is 92 percent, not 60 percent. The article also misstated the name of the abortion provider that relocated from North Dakota to Minnesota last year. It is the Red River Women’s Clinic, not the Red River Clinic."
